"nanyangSiteId","siteNameZh","siteNameEn","Y","X"
"sct-kd-073","慈靈聫合廟","Ciling Lianhemiao",1.4435032491,103.8358375
"sct-kd-074","慈善壇","Cishan Tan",1.3474256873,103.703602
"sct-kd-075","慈義堂","Chee Ghee Deang",1.322308927,103.7616796
"sct-kd-076","慈義堂將軍廟","Ciyitang Jiangjunmiao",1.322308927,103.7616796
"sct-kd-077","慈雲山宮","Chee Hoon Sun Kong",1.4435032491,103.8358375
"sct-kd-078","賜正宮","Sze Cheng Keng Temple",1.3326522296,103.8994284
"sct-kd-079","賜正宮石牛洞","Sze Cheng Keng Shi Niu Dong",1.3326522296,103.8994284
"sct-kd-080","新加坡慈忠廟","Singapore Chee Chung Huay",1.3310378944,103.8796728
"sct-kd-081","葱茅园九皇宫","Charn Mao Hern Kew Huang Keng",1.325753923,103.8921593
"sct-kd-082","大芭窯修德善堂","Toa Payoh Seu Teck Sean Tong",1.3384560409,103.8513776
"sct-kd-083","大悲佛教中心","Tai Pei Buddhist Centre",1.3092697226,103.8645645
"sct-kd-084","大悲院","Tai Pei Yuen Temple",1.3270833496,103.8512841
"sct-kd-085","藍投巷大伯公","Lan Tou Xiang Tua Pek Kong Temple",1.3157217662,103.8547366
"sct-kd-086","梧槽大伯公宫","Goh Cho Tua Peh Kong Temple Rochor",1.3217693577,103.8526092
"sct-kd-087","大伯公廟  龜嶼","Da Bogong Temple   Kusu Island",1.2233132787,103.859928
"sct-kd-088","烏敏島佛山亭大伯公廟","Pulau Ubin Fo Shan Teng Da Bo Gong Temple",1.404009152,103.9704213
"sct-kd-089","大伯公廟  雲南","Hoon Lam Tua Peh Kong Temple",1.3460868202,103.7509343
"sct-kd-090","大伯公壇  橋北路","North Bridge Road Tua Pek Kong",1.3056343365,103.8639093
"sct-kd-091","武吉知馬七英里大伯公宮","Bukit Timah Tua Pek Kong Temple",1.3413020213,103.7745129
"sct-kd-092","大乘禪寺","Thekchen Cho-Ling",1.344986554,103.7755546
"sct-kd-093","大覺寺","Tai Kak Seah Temple",1.3128073084,103.9126018
"sct-kd-094","大菩提學佛會","Bodhiraja Buddhist Society",1.3132925891,103.8865406
"sct-kd-095","大聖宮","Da Sheng Kong Chinese Temple",1.3285256234,103.8910198
"sct-kd-096","大士伯公宮","Tuas Pek Kong Keng",1.3449349423,103.7132942
"sct-kd-097","大樹宮","Dashu Gong",1.3178406905,103.9075955
"sct-kd-098","大願共修會","Dayuan Gongxiuhui",1.3132334202,103.8864461
"sct-kd-099","大眾學佛研究會","People's Buddhism Study Society",1.3119463397,103.8824478
"sct-kd-100","淡濱尼鳯山寺","Danbinni Fengshansi",1.3532949069,103.9355068
"sct-kd-101","淡濱尼九哩大伯公","Danbinni Jiuli Dabogong Miao",1.3558216025,103.9498665
"sct-kd-102","淡濱尼聯合宮","Tampines Chinese Temple  United Temple",1.3558216025,103.9498665
"sct-kd-103","丹霞精舍","Danxia Jingshe",1.3269662141,103.9281357
"sct-kd-104","道教新加坡青松觀","Ching Chung Taoist Association  Singapore",1.3151209838,103.8883969
"sct-kd-105","德光島天降佛堂太陽宮","Pulau Tekong Joint Temple",1.3359372488,103.9489797
"sct-kd-106","德國姑娘  拿督姑娘廟","Berlin Heiligtum  German Girl Shrine",1.4092837523,103.9501051
"sct-kd-107","德海宮","Dehai Gong",1.3312407966,103.9080091
"sct-kd-108","德教會紫新閣","Che Sen Khor Moral Uplifting Society, Singapore",1.3052304534,103.8282071
"sct-kd-109","德教會紫盈閣","Che Wein Khor Moral Uplifting Society, Singapore",1.350764007,103.7216259
"sct-kd-110","德教太和觀","Thye Hua Kwan Moral Society   Moral Home for The Disabled",1.3189894803,103.9055387
"sct-kd-111","德教太和觀  新橋路","Thye Hua Kwan Moral Society  New Bridge Road",1.2899886955,103.8492171
"sct-kd-112","帝君壇","The Kun Association",1.3144810967,103.870458
"sct-kd-113","地萬大伯公  淡濱尼","Diwan Dabogong  Tampines",1.3558216025,103.9498665
"sct-kd-114","地藏林","Dizang Lin",1.3119126113,103.8784251
"sct-kd-115","地藏行願會","Kshitigarbha Buddhist Society",1.3093189623,103.8763684
"sct-kd-116","東山廟","Dongshan Miao",1.4225035359,103.8330661
"sct-kd-117","東天宮","Tong Tien Kung Temple",1.3462970898,103.7509579
"sct-kd-118","東獄齊陰殿","Dongyu Qiyin Dian",1.3136710906,103.886899
"sct-kd-119","東岳廟","Tang Gah Beo",1.2739159269,103.827889
"sct-kd-120","斗母宮  蔡厝港","Choa Chu Kang Dou Mu Gong",1.3810533343,103.7536302
"sct-kd-121","斗母星君聖宮聯誼會","Doumu Xingjun Shenggong Lianyihui",1.3141644255,103.8826868
"sct-kd-122","斗天宮","Tao Tian Keng",1.3470047125,103.7035022
"sct-kd-123","斗天宮  聯合宮","Tao Tian Keng   United Temple",1.3470047125,103.7035022
"sct-kd-124","都城隍廟","Seng Wong Beo Temple",1.2756452958,103.8447683
"sct-kd-125","對山廟","Duishan Miao",1.3471432239,103.7400396
"sct-kd-126","恩慶寺","Ean Keng Si Buddhist Tp",1.3150138816,103.9186265
"sct-kd-127","法華寺","Fa Hua Monastery",1.3491908818,103.8793685
"sct-kd-128","法輪社","Dharna Cakra Society",1.3206153401,103.9054577
"sct-kd-129","法聖殿","Fasheng Dian",1.3135967803,103.9033614
"sct-kd-130","法施林","Fa Shi Lin Temple",1.3255399374,103.9127395
"sct-kd-131","法溪禪寺","Faxi Zen Centre   Singapore  Society",1.3152104522,103.8563895
"sct-kd-132","法陰壇","Fayin Tan",1.3460730248,103.9584322
"sct-kd-133","飛龍宮","Feilong Gong",1.4512993439,103.7954536
"sct-kd-134","飛霞精舍","Phang Pheng Mei Temple",1.3270237013,103.8522953
"sct-kd-135","風火院","Fung Huo Yuan Temple",1.3285256234,103.8910198
"sct-kd-136","鳳廓汾陽公會","Hong Kuak Hoon Yang Kong See",1.3119165755,103.88506
"sct-kd-137","鳳山宮  蔥茅園","Hong San Temple",1.3402691282,103.8969012
"sct-kd-138","鳳山寺  裕廊","Jurong Hong San See Association",1.3402840967,103.7570984
"sct-kd-139","鳳山寺  水廊頭","Hong San See Temple  Mohamed Sultan",1.2932981255,103.8408516
"sct-kd-140","鳳山寺  樟宜","Hong San Si   Changi",1.319870725,103.9104867
"sct-kd-141","鳳山壇  德惠","Hong San Tan Temple",1.4510232558,103.7953816
"sct-kd-142","風山壇飛龍宮 聯合廟","Hong Sun Tan Fei Loong Gong Combined Temple",1.4512993439,103.7954536
"sct-kd-143","鳳山堂","Fengshan Tang",1.3855669588,103.8486831
"sct-kd-144","鳳山堂進法殿全盛宮","Fengshan Tang Jinfa Dian Quansheng Gong",1.3855669588,103.8486831
"sct-kd-145","鳳圖廟","Hong Tho Bilw Temple",1.4397237662,103.7827271
"sct-kd-146","風圖廟 聯合廟","Fengtu Miao Lianhemiao",1.4397237662,103.7827271
"sct-kd-147","鳳玄宮","Fengxuan  Gong",1.326332481,103.8917968
"sct-kd-148","佛光山","Fo Guang Shan Buddiste Temple  Singapore",1.406726578,103.9055128
"sct-kd-149","佛海救世堂","Fohai Jiushi Tang",1.3152801997,103.8792087
"sct-kd-150","佛教慈濟基金會","Buddhist Tzu Chi Foundation  Singapore",1.3727072529,103.9393146
"sct-kd-151","佛教古蹟中心","Buddhist Heritage Centre",1.3216230411,103.9142954
"sct-kd-152","佛教華嚴學會","Hwa Yen Buddhist Society",1.2802489771,103.819889
"sct-kd-153","佛教會","Buddhist Union",1.3217565992,103.9146921
"sct-kd-154","佛教曼荼羅學會","BUDDHA DHAMMA MANDALA SOCIETY",1.3264039153,103.8443252
"sct-kd-155","佛教圖書館","Buddhist Library",1.3129806442,103.8837895
"sct-kd-156","佛陀佛教中心","Dhamma Duta Buddhist Centre",1.314043859,103.8794875
"sct-kd-157","佛心苑  新加坡","BUDDHIST HEART LEARNING SOCIETY",1.3273248479,103.8503839
"sct-kd-158","佛牙寺","Buddha Tooth Relic Temple",1.2813774127,103.8450184
"sct-kd-159","佛友會","Buddhist Fellowship Centre",1.3145776029,103.8855039
"sct-kd-160","佛緣林","FOO YEUN LIM",1.3375445752,103.9554719
"sct-kd-161","福安殿","Fu'an Dian",1.3558216025,103.9498665
"sct-kd-162","福安廟","Fu'an Miao",1.3474256873,103.703602
"sct-kd-163","福德祠 望海","Fook Tek Chinese Temple",1.2734732279,103.8466471
"sct-kd-164","福德祠 海唇","Hock Teck See Temple Fuk Tak Chi",1.2830332846,103.8486663
"sct-kd-165","福德祠 萬里港","Sin Choon Huat Temple",1.3265911082,103.8660994
"sct-kd-166","福德祠緑野亭公會","Fudeci Lvyeting Gonghui",1.3129961579,103.876834
"sct-kd-167","福德宮 友諾士","Fude Gong Younuoshi",1.3196212762,103.896076
"sct-kd-168","福德宮 芋峽塘","Fu Hup Thong Fook Tak Kung",1.3242232191,103.8539136
"sct-kd-169","福德堂 河水山","Hock Teck Tong Temple",1.2945169827,103.8330327
"sct-kd-170","福德堂  合樂路","Hock Teck Tong  Havelock Road",1.2897232199,103.8326862
"sct-kd-171","福發宫","Hock Huat Keng Temple",1.4433359824,103.835984
"sct-kd-172","福海禪寺","Foo Hai Ch'an Monastery",1.3179727187,103.8887782
"sct-kd-173","福慧講堂","Fuhui Jiangtang",1.3802762346,103.8961033
"sct-kd-174","福建壇","Fujian Tan",1.370678921,103.8871365
"sct-kd-175","福連宮","Fulian Gong",1.3115820576,103.7604811
"sct-kd-176","福靈宮","Hock Leng Keng Temple",1.3284902515,103.919116
"sct-kd-177","阜龍宮","Hoo Leong Keong Temple",1.3577848735,103.8406577
"sct-kd-178","福泉寺","Chwee Bee Temple",1.3355320364,103.9491944
"sct-kd-179","福善庵","Fushan An",1.3151751626,103.8851473
"sct-kd-180","福善壇","Fushan Tan",1.3139720122,103.878694
"sct-kd-181","福山亭","Hock San Teng",1.3284902515,103.919116
"sct-kd-182","福通聯合廟","Hock Thong Temple",1.3402840967,103.7570984
"sct-kd-183","福星殿","Fo Xin Dian",1.3142393703,103.870914
"sct-kd-184","福壽堂","Hock Siew Tong Temple",1.3148887035,103.8565066
"sct-kd-185","福智協會","Bliss and Wisdom Society",1.3149587189,103.8855688
"sct-kd-186","噶舉金剛乘佛教中心","Karma Choying Kukyab Ling",1.272194579,103.8062364
"sct-kd-187","加冷橋頭感天大帝廟","Kallang River Bridgehead Gan Tian Da Di Temple",1.3140640103,103.8795778
"sct-kd-188","檺林宮 宏茂橋","Kong Lim Kong Temple",1.3663086042,103.8387501
"sct-kd-189","檺林宮 勿洛北","Kuah Na Keng",1.3353622895,103.9489929
"sct-kd-190","檺林宮  歐南山","Outram Hill Ho Lim Keng Temple",1.2842512419,103.8364304
"sct-kd-191","葛岸館","Kueh Hua Kwan",1.3807689947,103.8416305
"sct-kd-192","功德林佛寺","Sattha Puchaiyaram Buddhit Temple",1.3469777826,103.7404007
"sct-kd-193","宮天大地寺","Gang Tian Da Di Temple",1.3128737996,103.8861118
"sct-kd-194","觀慈精舍","Guanci Jingshe",1.3201560445,103.9114052
"sct-kd-195","關帝廟 義順","Kwang Tee Temple",1.4347465263,103.8325663
"sct-kd-196","關帝廟 蔡厝港","Kuan Ti Temple",1.3916643229,103.7428688
"sct-kd-197","觀濟閣","Kuan Ji Ke",1.3261502601,103.9005275
"sct-kd-198","關莲壇","Guanlian Tan",1.314680534,103.8876892
"sct-kd-199","関龍殿善堂","Guanlongdian Shantang",1.3091005828,103.8766405
"sct-kd-200","觀山殿","Guanshan Dian",1.352958069,103.7239717
"sct-kd-201","關善廟","Guanshan Miao",1.278871677,103.8403009
"sct-kd-202","關善廟大貳壇","Guan Shan Temple",1.3144400023,103.882324
"sct-kd-203","關善壇","Guanshan Tan",1.3784334381,103.8880231
"sct-kd-204","觀善堂","Kwan Siang Tng Temple",1.3622174687,103.8820198
"sct-kd-205","觀圣壇","Guansheng Tan",1.3744737851,103.8541005
"sct-kd-206","關圣壇","Guansheng Tan",1.4147353562,103.8347037
"sct-kd-207","觀世壇","Guanshi Tan",1.3122508315,103.8584659
"sct-kd-208","觀音禪林","KWAN YIN CHAN LIN",1.3141708658,103.8598814
"sct-kd-209","觀音慈堂","Guanyin Citang",1.3386487671,103.8446273
"sct-kd-210","觀音佛法壇","Guanyinfofa Tan",1.3235378067,103.8691477
"sct-kd-211","觀音宮","Guanyin Gong",1.3073589665,103.8530585
"sct-kd-212","觀音救苦會 車水路","Kwan-In Welfare Society",1.2801863606,103.8425139
"sct-kd-213","觀音救苦會 惹兰友诺士","Guanyin Jiuku Hui Relanyounuoshi",1.3202753529,103.9054482
"sct-kd-214","觀音救苦會 河谷徑","Guanyin Jiuku Hui Relanyounuoshi",1.3843971666,103.9008115
"sct-kd-215","觀音廟","Guanyin Miao",1.4397237662,103.7827271
"sct-kd-216","觀音山廟","Kuan Yin Shan Temple",1.324745886,103.8113242
"sct-kd-217","觀音寺","Kwan Imm Sze",1.3156118522,103.8866569
"sct-kd-218","觀音堂 麥波申路","Kuan Yin Temple",1.3324926017,103.8852206
"sct-kd-219","觀音堂  如切","Kuan Im Tng Temple  Joo Chiat",1.3124350121,103.9010851
"sct-kd-220","觀音堂 淡美嶺路","Kuan Im Kuan Ti Kong Temple",1.3117950069,103.9011422
"sct-kd-221","觀音堂  馬里士他路","Kwang Im Tng Temple (Balestier Road)",1.3259730724,103.8463841
"sct-kd-222","觀音佛堂佛祖廟  四馬路","Kwan Im Tong Hood Che Temple",1.3009443169,103.852971
"sct-kd-223","觀音亭佛寺","Kwan Yam Theng Budh Tp",1.2918636777,103.8122068
"sct-kd-224","關云殿","Guanyun Dian",1.3916643229,103.7428688
"sct-kd-225","觀中善財壇","Guanzhong Shancai Tan",1.2752454314,103.8111066
"sct-kd-226","廣福宮","Kong Hock Keng",1.2745167984,103.8073832
"sct-kd-227","廣福宮聯合廟","Kong Hock Keng United Temple",1.2745167984,103.8073832
"sct-kd-228","廣福古廟","Guangfu Gumiao",1.3092697226,103.8645645
"sct-kd-229","廣化寺  佛教","Kwang hua Buddhist Monastery",1.3679346116,103.9297536
"sct-kd-230","廣惠肇碧山亭","Kwong Wai Siew Peck San Theng",1.3459281527,103.8448206
"sct-kd-231","廣进殿","Guang Jin Dian",1.3554610802,103.9386503
"sct-kd-232","廣林亭","Guang Lin Ting",1.363761577,103.8737845
"sct-kd-233","光明坊禪修中心","Awareness Place Meditation Centre",1.2968152592,103.8536194
"sct-kd-234","光明山普覺禪寺","Kong Meng San Phor Kark See temple",1.3604567834,103.836557
"sct-kd-235","廣明堂","Kong Beng Tong Temple Association",1.3731744208,103.8701312
"sct-kd-236","廣壽堂","Kong Siew Temple",1.4341966589,103.8415042
"sct-kd-237","桂林聯合廟","Guilin Combined Temple",1.3471432239,103.7400396
"sct-kd-238","龜嶼福山宮大伯公廟","Guiyufushan Gong Dabogong Miao",1.2239963001,103.8600825
"sct-kd-239","海唇福德祠","Haichun Fude Ci",1.2830332846,103.8486663
"sct-kd-240","海洞壇","Hai Tong Tan",1.357944644,103.950999
"sct-kd-241","海蓮壇","Hai Lian Tan",1.347525862,103.754707
"sct-kd-242","海南山天公壇","Hai Lam Sua Tee Kong Toa Temple",1.3504324493,103.8355892
"sct-kd-243","海印精舍","Sagaramudra Buddhist Hermitage",1.3209199156,103.9190145
"sct-kd-244","海印寺","Buddhist Colledge Hai Inn Temple",1.3760856476,103.7344477
"sct-kd-245","海印學佛會","Sagaramudra Buddhist Society",1.3142209691,103.8854436
"sct-kd-246","韓氏祠","Singapore  Han Clan Temple",1.3152879171,103.8456103
"sct-kd-247","漢陽大伯公","Hanyang Dabogong",1.3558216025,103.9498665
"sct-kd-248","航善宮","Hangshan Gong",1.3127663481,103.8880671
"sct-kd-249","何碧山宮","Hebishan Gong",1.4337957971,103.8280431
"sct-kd-250","合興光廟","Hup Heng Kwang Beo",1.3725343825,103.856469
"sct-kd-251","橫山廟  潘氏宗祠","Hwee San Temple",1.4437111385,103.8357477
"sct-kd-252","宏茂橋聯合廟","Ang Mo Kio United Temple",1.3663086042,103.8387501
"sct-kd-253","後池廳","Hou Chi Tin aka Pu An Gu Fo",1.3558216025,103.9498665
"sct-kd-254","斗母宮  後港","Hougang Tao Mu Temple   Jiu Huang Da Di Temple",1.3552732941,103.87878
"sct-kd-255","護國金塔寺","Golden Pagoda Buddhist Temple",1.3687147959,103.9301664
"sct-kd-256","華報善堂","Hwa Poh Siang Tng",1.4347465263,103.8325663
"sct-kd-257","華德善堂","Hua Teck Siang Tng",1.3386089464,103.8564759
"sct-kd-258","華光大帝廟","Hwa Kwang Tai Tee Temple",1.3578889711,103.8403566
"sct-kd-259","花果山福廣宮","Far Kor Sun Monkey God Temple",1.3130184561,103.8593109
"sct-kd-260","花果山平安明德宮","Hua Guo Shan Ping An Ming De Gong",1.4397237662,103.7827271
"sct-kd-261","花蓮宮","Huay Lian Keng",1.314005105,103.8829196
"sct-kd-262","華山宮  華山芭","Hua Shan Gong",1.4349675313,103.833696
"sct-kd-263","華堂府","Huatang Fu",1.3809584859,103.8415544
"sct-kd-264","華嚴禪寺","Huayan Chansi",1.3119318388,103.8865929
"sct-kd-265","華嚴佛學會","Hua Yan Buddhist Society",1.3150799964,103.8835467
"sct-kd-266","環圖廟","Huantu Miao",1.4397237662,103.7827271
"sct-kd-267","慧明講堂","Hui Ming Buddhist Society",1.3114068832,103.8839061
"sct-kd-268","慧嚴精舍","The Maharajna Vihara",1.3153364175,103.8883141
"sct-kd-269","濟德堂","Ji De Tang Temple",1.3163637177,103.8540742
"sct-kd-270","濟芳閣","Chee Hoon Kog Temple",1.3938341644,103.8902563
"sct-kd-271","集福宮","Jifu Gong",1.3809584859,103.8415544
"sct-kd-272","濟公壇","Chai Kong Temple",1.4394104222,103.7828042
"sct-kd-273","濟公堂","Chee Kong Tong",1.3120794715,103.860414
"sct-kd-274","吉龍山廟","Kiat Leng San Temple",1.364601188,103.8720287
"sct-kd-275","吉山廟","Jishan Miao",1.358809752,103.8924494
"sct-kd-276","濟善堂","Chay Sian Tong",1.3113756721,103.8606864
"sct-kd-277","積善堂","Chek Sian Tng",1.3690420619,103.8583465
"sct-kd-278","濟圣壇","Jisheng Tan",1.3865514869,103.9067414
"sct-kd-279","吉圣壇","Jisheng Tan",1.3705776578,103.8578545
"sct-kd-280","集聲宮","Jisheng Gong",1.3471432239,103.7400396
"sct-kd-281","吉星亭","Kiat Sing Ting",1.3558216025,103.9498665
"sct-kd-282","濟陽堂","Jiyang Tang",1.3558216025,103.9498665
"sct-kd-283","濟雲閣 星洲德教","Chee Hoon Kog Moral Promotion Society, Singapore",1.322091898,103.9540041
"sct-kd-284","迦馬佳育佛教中心","Karma Kagyud Budh Ctr",1.3107790578,103.8818398
"sct-kd-285","將軍廟","Chiang Chin Meow",1.322308927,103.7616796
"sct-kd-286","介穀殿","Kai Kok Tian",1.2862470248,103.8163539
"sct-kd-287","金洞府","Kim Tong Hu",1.3140623735,103.8895464
"sct-kd-288","進法殿","Jinfa Dian",1.3855669588,103.8486831
"sct-kd-289","金鳳廟","Kim Hong Temple",1.3256747979,103.8919044
"sct-kd-290","金鳳廟三寶佛光寺 聯合廟","Kim Hong Temple Lord Buddha Temple   United temple",1.3256932427,103.8919086
"sct-kd-291","金佛三寶壇","Jinfo Sanbao Tan",1.3879109632,103.7725724
"sct-kd-292","金福宮  裕廊西  總行","Jin Fu Gong Temple   Jurong West  Main",1.340793047,103.69047
"sct-kd-293","金福宮  侖仔尾大伯公","Thiam Hock Keng Temple",1.3577848735,103.8406577
"sct-kd-294","金福宮功德堂  兀蘭分行","Jin Fu Gong Temple   Woodlands  Branch  Gong De Tang",1.4541009892,103.7984589
"sct-kd-295","錦福廟","Chin Fook Meow",1.353774957,103.8818885
"sct-kd-296","金花廟","Jin Hua Temple",1.3019958739,103.8960904
"sct-kd-297","金蘭廟","Kim Lan Beo",1.282413397,103.8273304
"sct-kd-298","金龍寺","Jinlong Si",1.3386563227,103.8894002
"sct-kd-299","金門會館孚濟廟","Jinmen Huiguan Fuji Miao",1.3125500012,103.8474205
"sct-kd-300","晉平寺","Chin Pin Tze Temple",1.3353597603,103.9489977
"sct-kd-301","晉平寺善蓮山宮","Chin Pin Tze Temple",1.3353597603,103.9489977
"sct-kd-302","金全法壇","Jinquanfa Tan",1.3471432239,103.7400396
"sct-kd-303","金全法壇集聲宮","Jinquanfa Tan Jisheng Gong",1.3471432239,103.7400396
"sct-kd-304","金山寺","Kim San Tze Temple Association",1.3151165724,103.9273005
"sct-kd-305","金水館","Jin Shui Guan",1.3855669588,103.8486831
"sct-kd-306","金英堂","Jin Ying Tang",1.3663086042,103.8387501
"sct-kd-307","淨名佛學社","Cheng Beng Buddhist Societ",1.3148417783,103.8851423
"sct-kd-308","汫水港斗母宮鳳山寺","Jiazhuikang Kew Ong Yah Temple Hong San See Temple",1.4347465263,103.8325663
"sct-kd-309","韭菜芭城隍廟","Lorong Koo Chye Sheng Hong Temple",1.326332481,103.8917968
"sct-kd-310","韭菜芭城隍廟三清宮","Koo Chye Ba Seng Hong Temple San Qing Gong",1.3349764,103.94958
"sct-kd-311","九峰岩通淮廟","Jiufengyan Tonghuai Miao",1.3147306962,103.889249
"sct-kd-312","九福元帥壇","Jiufuyuanshuai Tan",1.3315525944,103.8933775
"sct-kd-313","九華山報恩寺","Poh Ern Shin Temple",1.2795352733,103.7886064
